# bbscan_version,0.4.6
# generated_at,2026-02-28 19:48:31

skillLineID,profession,spellID,spellName,minSkill,effects,outputs,outputs_named,reagents,reagents_named,totems,has_random_item
165,Leatherworking,19080,,1,24,15065,15065,8170x24;15419x14;14341x1,8170x24;15419x14;14341x1,,0
165,Leatherworking,19081,,1,24,15075,15075,8170x10;12803x1;14341x1,8170x10;12803x1;14341x1,,0
165,Leatherworking,19082,,1,24,15094,15094,8170x14;14047x10;14341x1,8170x14;14047x10;14341x1,,0
165,Leatherworking,19083,,1,24,15087,15087,8170x12;15407x1;2325x3;14341x1,8170x12;15407x1;2325x3;14341x1,,0
165,Leatherworking,19084,,1,24,15063,15063,8170x30;15417x8;14341x1,8170x30;15417x8;14341x1,,0
165,Leatherworking,19085,,1,24,15050,15050,8170x25;15416x25;15407x1;14341x2,8170x25;15416x25;15407x1;14341x2,,0
165,Leatherworking,19086,,1,24,15066,15066,8170x35;17056x40;1529x1;15407x1;14341x1,8170x35;17056x40;1529x1;15407x1;14341x1,,0
165,Leatherworking,19087,,1,24,15070,15070,8170x6;7080x1;14341x1,8170x6;7080x1;14341x1,,0
165,Leatherworking,19088,,1,24,15080,15080,8170x8;15408x12;15407x1;14341x1,8170x8;15408x12;15407x1;14341x1,,0
165,Leatherworking,19089,,1,24,15049,15049,8170x28;15415x30;12810x2;15407x1;14341x1,8170x28;15415x30;12810x2;15407x1;14341x1,,0
165,Leatherworking,19090,,1,24,15058,15058,8170x12;7082x3;14227x2,8170x12;7082x3;14227x2,,0
165,Leatherworking,19091,,1,24,15095,15095,8170x18;14047x12;12810x2;14341x1,8170x18;14047x12;12810x2;14341x1,,0
165,Leatherworking,19092,,1,24,15088,15088,8170x14;2325x2;14341x2,8170x14;2325x2;14341x2,,0
165,Leatherworking,19093,,1,24,15138,15138,15410x1;14044x1;14341x1,15410x1;14044x1;14341x1,,0
165,Leatherworking,19094,,1,24,15051,15051,8170x20;15416x15;15407x1;14341x1,8170x20;15416x15;15407x1;14341x1,,0
165,Leatherworking,19095,,1,24,15059,15059,8170x16;12803x8;14342x2;15407x1;14341x2,8170x16;12803x8;14342x2;15407x1;14341x2,,0
165,Leatherworking,19097,,1,24,15062,15062,8170x30;15417x14;15407x1;14341x1,8170x30;15417x14;15407x1;14341x1,,0
165,Leatherworking,19098,,1,24,15085,15085,8170x20;15407x2;14256x2;2325x4;14341x2,8170x20;15407x2;14256x2;2325x4;14341x2,,0
165,Leatherworking,19100,,1,24,15081,15081,8170x14;15408x14;15407x1;14341x2,8170x14;15408x14;15407x1;14341x2,,0
165,Leatherworking,19101,,1,24,15055,15055,8170x10;7078x1;7076x1;14341x2,8170x10;7078x1;7076x1;14341x2,,0
165,Leatherworking,19102,,1,24,15090,15090,8170x22;12810x4;14047x16;15407x1;14341x2,8170x22;12810x4;14047x16;15407x1;14341x2,,0
165,Leatherworking,19103,,1,24,15096,15096,8170x16;12810x4;14047x18;15407x1;14341x2,8170x16;12810x4;14047x18;15407x1;14341x2,,0
165,Leatherworking,19104,,1,24,15068,15068,8170x12;7080x1;15407x1;14341x2,8170x12;7080x1;15407x1;14341x2,,0
165,Leatherworking,19106,,1,24,15141,15141,8170x40;15410x12;15416x60;14341x2,8170x40;15410x12;15416x60;14341x2,,0
165,Leatherworking,19107,,1,24,15052,15052,8170x25;15416x25;15407x1;14341x2,8170x25;15416x25;15407x1;14341x2,,0
197,Tailoring,19435,,1,24,15802,15802,14048x6;14342x4;7971x2;14341x1,14048x6;14342x4;7971x2;14341x1,,0
202,Engineering,19567,,1,24,15846,15846,10561x1;12359x6;10558x3,10561x1;12359x6;10558x3,,0
164,Blacksmithing,19666,,1,24,15869,15869,2842x1;3470x1,2842x1;3470x1,,0
164,Blacksmithing,19667,,1,24,15870,15870,3577x1;3486x1,3577x1;3486x1,,0
164,Blacksmithing,19668,,1,24,15871,15871,6037x1;7966x1,6037x1;7966x1,,0
164,Blacksmithing,19669,,1,24,15872,15872,12360x1;12644x1,12360x1;12644x1,,0
202,Engineering,19788,,1,24,15992,15992,12365x2,12365x2,,0
202,Engineering,19790,,1,24,15993,15993,15994x1;12359x3;15992x3;14047x3,15994x1;12359x3;15992x3;14047x3,,0
202,Engineering,19791,,1,24,15994,15994,12359x3;14047x1,12359x3;14047x1,,0
202,Engineering,19792,,1,24,15995,15995,10559x2;10561x2;15994x2;12359x4;10546x1,10559x2;10561x2;15994x2;12359x4;10546x1,,0
202,Engineering,19793,,1,24,15996,15996,12803x1;15994x4;10558x1;8170x1,12803x1;15994x4;10558x1;8170x1,,0
202,Engineering,19794,,1,24,15999,15999,10502x1;7910x4;12810x2;14047x8,10502x1;7910x4;12810x2;14047x8,,0
202,Engineering,19795,,1,24,16000,16000,12359x6,12359x6,,0
202,Engineering,19796,,1,24,16004,16004,16000x2;11371x6;10546x2;12361x2;12799x2;8170x4,16000x2;11371x6;10546x2;12361x2;12799x2;8170x4,,0
202,Engineering,19799,,1,24,16005,16005,15994x2;11371x1;15992x3;14047x3,15994x2;11371x1;15992x3;14047x3,,0
202,Engineering,19800,,1,24,15997,15997,12359x2;15992x1,12359x2;15992x1,,0
202,Engineering,19814,,1,24,16023,16023,10561x1;16000x1;15994x2;6037x1;8170x2;14047x4,10561x1;16000x1;15994x2;6037x1;8170x2;14047x4,,0
202,Engineering,19815,,1,24,16006,16006,12360x1;14227x1,12360x1;14227x1,,0
202,Engineering,19819,,1,24,16009,16009,16006x2;10558x1;15994x1;12799x1,16006x2;10558x1;15994x1;12799x1,,0
202,Engineering,19825,,1,24,16008,16008,10500x1;12364x2;12810x4,10500x1;12364x2;12810x4,,0
202,Engineering,19830,,1,24,16022,16022,10576x1;16006x4,10576x1;16006x4,,0
202,Engineering,19831,,1,24,16040,16040,16006x1;12359x3;14047x1,16006x1;12359x3;14047x1,,0
202,Engineering,19833,,1,24,16007,16007,12360x10;16000x2;7078x2;7076x2;12800x2;12810x2,12360x10;16000x2;7078x2;7076x2;12800x2;12810x2,,0
333,Enchanting,20051,,1,24,16207,16207,16206x1;13926x1;16204x10;16203x4;11145x1;14344x2,16206x1;13926x1;16204x10;16203x4;11145x1;14344x2,,0
164,Blacksmithing,20201,,1,24,16206,16206,12360x3;12644x1,12360x3;12644x1,,0
185,Cooking,20626,,1,24,16766,16766,7974x2,7974x2,,0
165,Leatherworking,20648,,1,24,2319,2319,2318x4,2318x4,,0
165,Leatherworking,20649,,1,24,4234,4234,2319x5,2319x5,,0
165,Leatherworking,20650,,1,24,4304,4304,4234x6,4234x6,,0
197,Tailoring,20848,,1,24,16980,16980,14048x12;17010x4;17011x4;12810x6;14341x2,14048x12;17010x4;17011x4;12810x6;14341x2,,0
197,Tailoring,20849,,1,24,16979,16979,14048x8;17010x6;7078x4;12810x2;14341x2,14048x8;17010x6;7078x4;12810x2;14341x2,,0
165,Leatherworking,20853,,1,24,16982,16982,17012x20;17010x6;17011x2;14341x2,17012x20;17010x6;17011x2;14341x2,,0
165,Leatherworking,20854,,1,24,16983,16983,17012x12;17010x3;17011x3;14341x2,17012x12;17010x3;17011x3;14341x2,,0
165,Leatherworking,20855,,1,24,16984,16984,15416x18;17010x3;17011x3;14341x2,15416x18;17010x3;17011x3;14341x2,,0
164,Blacksmithing,20872,,1,24,16989,16989,11371x6;17010x3;17011x3,11371x6;17010x3;17011x3,,0
164,Blacksmithing,20873,,1,24,16988,16988,11371x16;17010x4;17011x5,11371x16;17010x4;17011x5,,0
164,Blacksmithing,20874,,1,24,17014,17014,11371x4;17010x2;17011x2,11371x4;17010x2;17011x2,,0
164,Blacksmithing,20876,,1,24,17013,17013,11371x16;17010x4;17011x6,11371x16;17010x4;17011x6,,0
164,Blacksmithing,20890,,1,24,17015,17015,11371x16;17010x12;11382x2;12810x2,11371x16;17010x12;11382x2;12810x2,,0
164,Blacksmithing,20897,,1,24,17016,17016,11371x18;17011x12;11382x2;12810x2,11371x18;17011x12;11382x2;12810x2,,0
185,Cooking,20916,,1,24,8364,8364,8365x1,8365x1,,0
185,Cooking,21143,,1,24,17197,17197,6889x1;17194x1,6889x1;17194x1,,0
185,Cooking,21144,,1,24,17198,17198,6889x1;1179x1;17196x1;17194x1,6889x1;1179x1;17196x1;17194x1,,0
164,Blacksmithing,21161,,1,24,17193,17193,17203x8;11371x20;12360x50;7078x25;11382x10;17011x10;17010x10,17203x8;11371x20;12360x50;7078x25;11382x10;17011x10;17010x10,,0
185,Cooking,21175,,1,24,17222,17222,12205x2,12205x2,,0
164,Blacksmithing,21913,,1,24,17704,17704,3859x10;3829x1;7070x2;7069x2;4234x2,3859x10;3829x1;7070x2;7069x2;4234x2,,0
171,Alchemy,21923,,1,24,17708,17708,3819x2;3358x1;3372x1,3819x2;3358x1;3372x1,,0
202,Engineering,21940,,1,24,17716,17716,3860x8;4389x4;17202x4;3829x1,3860x8;4389x4;17202x4;3829x1,,0
165,Leatherworking,21943,,1,24,17721,17721,4234x8;7067x4;4291x1,4234x8;7067x4;4291x1,,0
197,Tailoring,21945,,1,24,17723,17723,4305x5;2605x4;4291x1,4305x5;2605x4;4291x1,,0
165,Leatherworking,22331,,1,24,8170,8170,4304x6,4304x6,,0
185,Cooking,22480,,1,24,18045,18045,12208x1,12208x1,,0
202,Engineering,22704,,1,24,18232,18232,12359x16;7191x2,12359x16;7191x2,,0
165,Leatherworking,22711,,1,24,18238,18238,4304x6;10285x8;4236x4;8343x1,4304x6;10285x8;4236x4;8343x1,,0
165,Leatherworking,22727,,1,24,18251,18251,17012x3;14341x2,17012x3;14341x2,,0
171,Alchemy,22732,,1,24,18253,18253,10286x1;13464x4;13463x4;18256x1,10286x1;13464x4;13463x4;18256x1,,0
164,Blacksmithing,22757,,1,24,18262,18262,7067x2;12365x3,7067x2;12365x3,,0
197,Tailoring,22759,,1,24,18263,18263,14342x6;17010x8;7078x2;12810x6;14341x4,14342x6;17010x8;7078x2;12810x6;14341x4,,0
185,Cooking,22761,,1,24,18254,18254,18255x1,18255x1,,0
202,Engineering,22793,,1,24,18283,18283,17011x2;7076x2;16006x4;11371x6;16000x1,17011x2;7076x2;16006x4;11371x6;16000x1,,0
202,Engineering,22795,,1,24,18282,18282,17010x4;17011x2;12360x6;16006x2;16000x2,17010x4;17011x2;12360x6;16006x2;16000x2,,0
202,Engineering,22797,,1,24,18168,18168,12360x6;16006x2;7082x8;12803x12;7076x8,12360x6;16006x2;7082x8;12803x12;7076x8,,0
171,Alchemy,22808,,1,24,18294,18294,7972x1;8831x2;8925x1,7972x1;8831x2;8925x1,,0
197,Tailoring,22813,,1,24,18258,18258,14048x2;8170x4;18240x1;14341x1,14048x2;8170x4;18240x1;14341x1,,0
165,Leatherworking,22815,,1,24,18258,18258,8170x4;14048x2;18240x1;14341x1,8170x4;14048x2;18240x1;14341x1,,0
197,Tailoring,22866,,1,24,18405,18405,14048x16;9210x10;14342x10;7080x12;7078x12;14344x6;14341x6,14048x16;9210x10;14342x10;7080x12;7078x12;14344x6;14341x6,,0
197,Tailoring,22867,,1,24,18407,18407,14048x12;14256x20;12662x6;12808x8;14341x2,14048x12;14256x20;12662x6;12808x8;14341x2,,0
197,Tailoring,22868,,1,24,18408,18408,14048x12;7078x10;7910x2;14341x2,14048x12;7078x10;7910x2;14341x2,,0
197,Tailoring,22869,,1,24,18409,18409,14048x12;14342x6;13926x2;14341x2,14048x12;14342x6;13926x2;14341x2,,0
197,Tailoring,22870,,1,24,18413,18413,14048x12;12809x4;12360x1;14341x2,14048x12;12809x4;12360x1;14341x2,,0
197,Tailoring,22902,,1,24,18486,18486,14048x6;14342x4;13926x2;14341x2,14048x6;14342x4;13926x2;14341x2,,0
165,Leatherworking,22921,,1,24,18504,18504,8170x12;12804x12;15407x2;14341x4,8170x12;12804x12;15407x2;14341x4,,0
165,Leatherworking,22922,,1,24,18506,18506,8170x12;7082x6;11754x4;15407x2;14341x4,8170x12;7082x6;11754x4;15407x2;14341x4,,0
165,Leatherworking,22923,,1,24,18508,18508,8170x12;18512x8;15407x4;14341x4,8170x12;18512x8;15407x4;14341x4,,0
165,Leatherworking,22926,,1,24,18509,18509,8170x25;12607x4;15416x12;15414x12;14341x2,8170x25;12607x4;15416x12;15414x12;14341x2,,0
165,Leatherworking,22927,,1,24,18510,18510,8170x30;18512x5;15407x2;14341x2,8170x30;18512x5;15407x2;14341x2,,0
165,Leatherworking,22928,,1,24,18511,18511,12810x10;12753x2;14341x1,12810x10;12753x2;14341x1,,0
202,Engineering,23066,,1,24,9318,9318,4377x1;4234x1,4377x1;4234x1,,0
202,Engineering,23067,,1,24,9312,9312,4377x1;4234x1,4377x1;4234x1,,0
202,Engineering,23068,,1,24,9313,9313,4377x1;4234x1,4377x1;4234x1,,0
202,Engineering,23069,,1,24,18588,18588,10505x1;4338x2,10505x1;4338x2,,0
202,Engineering,23070,,1,24,18641,18641,15992x2;14047x3,15992x2;14047x3,,0
202,Engineering,23071,,1,24,18631,18631,6037x2;7067x2;7069x1,6037x2;7067x2;7069x1,,0
202,Engineering,23077,,1,24,18634,18634,15994x6;18631x2;12361x2;7078x4;3829x2;13467x4,15994x6;18631x2;12361x2;7078x4;3829x2;13467x4,,0
202,Engineering,23078,,1,24,18587,18587,15994x2;18631x2;7191x2;14227x2;7910x2,15994x2;18631x2;7191x2;14227x2;7910x2,,0
202,Engineering,23079,,1,24,18637,18637,16000x2;18631x1;14047x2,16000x2;18631x1;14047x2,,0
202,Engineering,23080,,1,24,18594,18594,15994x2;15992x3;8170x2;159x1,15994x2;15992x3;8170x2;159x1,,0
202,Engineering,23081,,1,24,18638,18638,11371x4;18631x3;7080x6;7910x4;12800x2,11371x4;18631x3;7080x6;7910x4;12800x2,,0
202,Engineering,23082,,1,24,18639,18639,11371x8;18631x4;12803x6;12808x4;12800x2;12799x2,11371x8;18631x4;12803x6;12808x4;12800x2;12799x2,,0
202,Engineering,23096,,1,24,18645,18645,12359x4;7191x1,12359x4;7191x1,,0
202,Engineering,23129,,1,24,18660,18660,10561x1;15994x2;10558x1;10560x1;3864x1,10561x1;15994x2;10558x1;10560x1;3864x1,,0
165,Leatherworking,23190,,1,24,18662,18662,4234x2;2321x1,4234x2;2321x1,,0
165,Leatherworking,23399,,1,24,18948,18948,4234x8;4236x2;5498x4;4461x1;5637x4,4234x8;4236x2;5498x4;4461x1;5637x4,,0
202,Engineering,23486,,1,24,18984,18984,3860x10;18631x1;7077x4;7910x2;10586x1,3860x10;18631x1;7077x4;7910x2;10586x1,,0
202,Engineering,23489,,1,24,18986,18986,3860x12;18631x2;7075x4;7079x2;7909x4;9060x1,3860x12;18631x2;7075x4;7079x2;7909x4;9060x1,,0
202,Engineering,23507,,1,24,19026,19026,15992x2;14047x2;8150x1,15992x2;14047x2;8150x1,,0
164,Blacksmithing,23628,,1,24,19043,19043,12359x12;7076x3;12803x3,12359x12;7076x3;12803x3,,0
164,Blacksmithing,23629,,1,24,19048,19048,12360x4;7076x6;12803x6,12360x4;7076x6;12803x6,,0
164,Blacksmithing,23632,,1,24,19051,19051,12359x8;6037x6;12811x1,12359x8;6037x6;12811x1,,0
164,Blacksmithing,23633,,1,24,19057,19057,12360x2;6037x10;12811x1,12360x2;6037x10;12811x1,,0
164,Blacksmithing,23636,,1,24,19148,19148,17011x4;17010x2;11371x4,17011x4;17010x2;11371x4,,0
164,Blacksmithing,23637,,1,24,19164,19164,17011x3;17010x5;17012x4;11371x4;11382x2,17011x3;17010x5;17012x4;11371x4;11382x2,,0
164,Blacksmithing,23638,,1,24,19166,19166,17011x3;17010x6;12360x12;11382x1;11371x4,17011x3;17010x6;12360x12;11382x1;11371x4,,0
164,Blacksmithing,23639,,1,24,19167,19167,17011x5;17010x2;12360x16;11371x6,17011x5;17010x2;12360x16;11371x6,,0
164,Blacksmithing,23650,,1,24,19170,19170,17011x4;17010x7;12360x12;11371x8;12800x4,17011x4;17010x7;12360x12;11371x8;12800x4,,0
164,Blacksmithing,23652,,1,24,19168,19168,17011x6;17010x6;12360x10;11371x6;12809x12,17011x6;17010x6;12360x10;11371x6;12809x12,,0
164,Blacksmithing,23653,,1,24,19169,19169,17011x8;17010x5;12360x10;11371x12;12364x4,17011x8;17010x5;12360x10;11371x12;12364x4,,0
197,Tailoring,23662,,1,24,19047,19047,14048x8;7076x3;12803x3;14227x2,14048x8;7076x3;12803x3;14227x2,,0
197,Tailoring,23663,,1,24,19050,19050,14342x5;7076x5;12803x5;14227x2,14342x5;7076x5;12803x5;14227x2,,0
197,Tailoring,23664,,1,24,19056,19056,14048x6;12810x4;13926x2;12809x2;14227x2,14048x6;12810x4;13926x2;12809x2;14227x2,,0
197,Tailoring,23665,,1,24,19059,19059,14342x5;12809x2;14227x2,14342x5;12809x2;14227x2,,0
197,Tailoring,23666,,1,24,19156,19156,14342x10;17010x2;17011x3;7078x6;14227x4,14342x10;17010x2;17011x3;7078x6;14227x4,,0
197,Tailoring,23667,,1,24,19165,19165,14342x8;17010x5;17011x3;7078x10;14227x4,14342x8;17010x5;17011x3;7078x10;14227x4,,0
165,Leatherworking,23703,,1,24,19044,19044,8170x30;12803x4;15407x2;14341x2,8170x30;12803x4;15407x2;14341x2,,0
165,Leatherworking,23704,,1,24,19049,19049,12810x8;12804x6;12803x6;15407x2;14227x2,12810x8;12804x6;12803x6;15407x2;14227x2,,0
165,Leatherworking,23705,,1,24,19052,19052,8170x30;12809x2;7080x4;15407x2;14341x2,8170x30;12809x2;7080x4;15407x2;14341x2,,0
165,Leatherworking,23706,,1,24,19058,19058,12810x8;12803x4;12809x4;15407x2;14341x2,12810x8;12803x4;12809x4;15407x2;14341x2,,0
165,Leatherworking,23707,,1,24,19149,19149,17011x2;17012x2;14227x4,17011x2;17012x2;14227x4,,0
165,Leatherworking,23708,,1,24,19157,19157,17010x3;17011x2;17012x8;14227x4,17010x3;17011x2;17012x8;14227x4,,0
165,Leatherworking,23709,,1,24,19162,19162,17010x4;17012x12;8170x12;14227x4,17010x4;17012x12;8170x12;14227x4,,0
165,Leatherworking,23710,,1,24,19163,19163,17010x2;17011x2;17012x2;14227x4,17010x2;17011x2;17012x2;14227x4,,0
129,First Aid,23787,,1,24,19440,19440,19441x1,19441x1,,0
197,Tailoring,24091,,1,24,19682,19682,14342x3;19726x3;12804x3;14227x2,14342x3;19726x3;12804x3;14227x2,,0
197,Tailoring,24092,,1,24,19683,19683,14342x4;19726x4;12804x4;14227x2,14342x4;19726x4;12804x4;14227x2,,0
197,Tailoring,24093,,1,24,19684,19684,14342x4;19726x4;14227x2,14342x4;19726x4;14227x2,,0
165,Leatherworking,24121,,1,24,19685,19685,19767x14;15407x5;12803x4;14341x4,19767x14;15407x5;12803x4;14341x4,,0
165,Leatherworking,24122,,1,24,19686,19686,19767x10;15407x4;12803x4;14341x3,19767x10;15407x4;12803x4;14341x3,,0
165,Leatherworking,24123,,1,24,19687,19687,19767x8;15407x3;12803x4;14341x3,19767x8;15407x3;12803x4;14341x3,,0
165,Leatherworking,24124,,1,24,19688,19688,19768x25;15407x3;14341x3,19768x25;15407x3;14341x3,,0
165,Leatherworking,24125,,1,24,19689,19689,19768x25;15407x3;14341x3,19768x25;15407x3;14341x3,,0
164,Blacksmithing,24136,,1,24,19690,19690,12359x20;19774x10;7910x2,12359x20;19774x10;7910x2,,0
164,Blacksmithing,24137,,1,24,19691,19691,12359x16;19774x8;7910x1,12359x16;19774x8;7910x1,,0
164,Blacksmithing,24138,,1,24,19692,19692,12359x12;19774x6;12810x4,12359x12;19774x6;12810x4,,0
164,Blacksmithing,24139,,1,24,19693,19693,12359x20;19774x14;12799x2,12359x20;19774x14;12799x2,,0
164,Blacksmithing,24140,,1,24,19694,19694,12359x18;19774x12;12799x2,12359x18;19774x12;12799x2,,0
164,Blacksmithing,24141,,1,24,19695,19695,12359x16;19774x10;12799x1,12359x16;19774x10;12799x1,,0
171,Alchemy,24266,,1,24,19931,19931,12938x1;19943x1;12804x6;13468x1,12938x1;19943x1;12804x6;13468x1,,0
202,Engineering,24356,,1,24,19999,19999,19726x4;7910x2;12804x6;12810x4,19726x4;7910x2;12804x6;12810x4,,0
202,Engineering,24357,,1,24,19998,19998,19726x6;12800x1;12804x6,19726x6;12800x1;12804x6,,0
171,Alchemy,24365,,1,24,20007,20007,13463x1;13466x2;8925x1,13463x1;13466x2;8925x1,,0
171,Alchemy,24366,,1,24,20002,20002,13463x2;13464x1;8925x1,13463x2;13464x1;8925x1,,0
171,Alchemy,24367,,1,24,20008,20008,13467x2;13465x2;10286x2;8925x1,13467x2;13465x2;10286x2;8925x1,,0
171,Alchemy,24368,,1,24,20004,20004,8846x1;13466x2;8925x1,8846x1;13466x2;8925x1,,0
164,Blacksmithing,24399,,1,24,20039,20039,17011x3;17010x3;17012x4;11371x6,17011x3;17010x3;17012x4;11371x6,,0
185,Cooking,24418,,1,24,20074,20074,3667x2,3667x2,,0
165,Leatherworking,24654,,1,24,20295,20295,8170x28;15415x36;15407x2;14341x2,8170x28;15415x36;15407x2;14341x2,,0
165,Leatherworking,24655,,1,24,20296,20296,8170x20;15412x30;15407x1;14341x2,8170x20;15412x30;15407x1;14341x2,,0
165,Leatherworking,24703,,1,24,20380,20380,8170x20;20381x3;12803x3;14341x2,8170x20;20381x3;12803x3;14341x2,,0
185,Cooking,24801,,1,24,20452,20452,20424x1,20424x1,,0
165,Leatherworking,24846,,1,24,20481,20481,20500x1;20498x20;7078x2,20500x1;20498x20;7078x2,,0
165,Leatherworking,24847,,1,24,20480,20480,20500x2;20498x30;7078x2;15407x1,20500x2;20498x30;7078x2;15407x1,,0
165,Leatherworking,24848,,1,24,20479,20479,20500x3;20498x40;7078x2;15407x2,20500x3;20498x40;7078x2;15407x2,,0
165,Leatherworking,24849,,1,24,20476,20476,20501x1;20498x20;18512x2,20501x1;20498x20;18512x2,,0
165,Leatherworking,24850,,1,24,20477,20477,20501x2;20498x30;18512x2;15407x1,20501x2;20498x30;18512x2;15407x1,,0
165,Leatherworking,24851,,1,24,20478,20478,20501x3;20498x40;18512x2;15407x2,20501x3;20498x40;18512x2;15407x2,,0
197,Tailoring,24901,,1,24,20538,20538,14048x6;20520x8;14256x6;14227x2,14048x6;20520x8;14256x6;14227x2,,0
197,Tailoring,24902,,1,24,20539,20539,14048x2;20520x6;14256x2;12810x2;14227x2,14048x2;20520x6;14256x2;12810x2;14227x2,,0
197,Tailoring,24903,,1,24,20537,20537,14048x4;20520x6;14256x4;12810x2;14227x2,14048x4;20520x6;14256x4;12810x2;14227x2,,0
164,Blacksmithing,24912,,1,24,20549,20549,12359x12;20520x6;6037x6;12810x2,12359x12;20520x6;6037x6;12810x2,,0
164,Blacksmithing,24913,,1,24,20551,20551,12359x16;20520x8;6037x8;11754x1,12359x16;20520x8;6037x8;11754x1,,0
164,Blacksmithing,24914,,1,24,20550,20550,12359x20;20520x10;6037x10,12359x20;20520x10;6037x10,,0
165,Leatherworking,24940,,1,24,20575,20575,2319x8;7286x8;4231x1;2321x2,2319x8;7286x8;4231x1;2321x2,,0
333,Enchanting,25124,,1,24,20744,20744,10940x2;17034x1;3371x1,10940x2;17034x1;3371x1,,0
333,Enchanting,25125,,1,24,20745,20745,11083x3;17034x2;3372x1,11083x3;17034x2;3372x1,,0
333,Enchanting,25126,,1,24,20746,20746,11137x3;17035x2;3372x1,11137x3;17035x2;3372x1,,0
333,Enchanting,25127,,1,24,20747,20747,11176x3;8831x2;8925x1,11176x3;8831x2;8925x1,,0
333,Enchanting,25128,,1,24,20750,20750,16204x3;4625x2;8925x1,16204x3;4625x2;8925x1,,0
333,Enchanting,25129,,1,24,20749,20749,14344x2;4625x3;18256x1,14344x2;4625x3;18256x1,,0
333,Enchanting,25130,,1,24,20748,20748,14344x2;8831x3;18256x1,14344x2;8831x3;18256x1,,0
171,Alchemy,25146,,1,24,7068,7068,7077x1,7077x1,,0
755,Jewelcrafting,25255,,1,24,20816,20816,2840x2,2840x2,,0
755,Jewelcrafting,25278,,1,24,20817,20817,2841x2,2841x2,20815,0
755,Jewelcrafting,25280,,1,24,20818,20818,2842x1,2842x1,20815,0
755,Jewelcrafting,25283,,1,24,20821,20821,774x2;2840x2,774x2;2840x2,20815,0
755,Jewelcrafting,25284,,1,24,20820,20820,5498x1;20817x1;2840x2,5498x1;20817x1;2840x2,20815,0
755,Jewelcrafting,25287,,1,24,20823,20823,1210x2;20817x1;20816x2,1210x2;20817x1;20816x2,20815,0
755,Jewelcrafting,25305,,1,24,20826,20826,2842x2;20817x1;1206x1;1705x1,2842x2;20817x1;1206x1;1705x1,20815,0
755,Jewelcrafting,25317,,1,24,20827,20827,2842x2,2842x2,20815,0
755,Jewelcrafting,25318,,1,24,20828,20828,1210x2;2841x2,1210x2;2841x2,20815,0
755,Jewelcrafting,25320,,1,24,20831,20831,3577x1;1206x2;3391x1,3577x1;1206x2;3391x1,20815,0
755,Jewelcrafting,25321,,1,24,20832,20832,1705x3;5498x3;11083x4;2842x4;3827x2,1705x3;5498x3;11083x4;2842x4;3827x2,20815,0
755,Jewelcrafting,25323,,1,24,20833,20833,1705x1;3824x1;3575x4,1705x1;3824x1;3575x4,20815,0
755,Jewelcrafting,25339,,1,24,20830,20830,1705x2;20817x1,1705x2;20817x1,20815,0
755,Jewelcrafting,25490,,1,24,20907,20907,2841x4,2841x4,20815,0
755,Jewelcrafting,25493,,1,24,20906,20906,20816x2,20816x2,,0
755,Jewelcrafting,25498,,1,24,20909,20909,3575x8;5637x2;20817x2,3575x8;5637x2;20817x2,20815,0
755,Jewelcrafting,25610,,1,24,20950,20950,1206x1;20817x1,1206x1;20817x1,20815,0
755,Jewelcrafting,25612,,1,24,20954,20954,3575x8;3391x2,3575x8;3391x2,20815,0
755,Jewelcrafting,25613,,1,24,20955,20955,1529x1;3577x2;20816x2,1529x1;3577x2;20816x2,20815,0
755,Jewelcrafting,25614,,1,24,20956,20956,1206x1;1529x1;2842x2;20817x2,1206x1;1529x1;2842x2;20817x2,20815,0
755,Jewelcrafting,25615,,1,24,20963,20963,3860x2,3860x2,20815,0
755,Jewelcrafting,25617,,1,24,20958,20958,3864x1;20963x1,3864x1;20963x1,20815,0
755,Jewelcrafting,25618,,1,24,20966,20966,1529x1;20963x2,1529x1;20963x2,20815,0
755,Jewelcrafting,25619,,1,24,20959,20959,1529x1;7067x2,1529x1;7067x2,20815,0
755,Jewelcrafting,25620,,1,24,20960,20960,6037x1;20963x2,6037x1;20963x2,20815,0
755,Jewelcrafting,25621,,1,24,20961,20961,3864x1;3860x2,3864x1;3860x2,20815,0
755,Jewelcrafting,25622,,1,24,20967,20967,3864x1;7070x2;3577x2;20817x1,3864x1;7070x2;3577x2;20817x1,20815,0
185,Cooking,25659,,1,24,21023,21023,9061x1;8150x1;21024x1,9061x1;8150x1;21024x1,,0
185,Cooking,25704,,1,24,21072,21072,21071x1,21071x1,,0
185,Cooking,25954,,1,24,21217,21217,21153x1,21153x1,,0
202,Engineering,26011,,1,24,21277,21277,15407x1;15994x4;7079x2;18631x2;10558x1,15407x1;15994x4;7079x2;18631x2;10558x1,,0
197,Tailoring,26085,,1,24,21340,21340,14048x6;8170x4;7972x2;14341x1,14048x6;8170x4;7972x2;14341x1,,0
197,Tailoring,26086,,1,24,21341,21341,14256x12;12810x6;20520x2;14227x4,14256x12;12810x6;20520x2;14227x4,,0
197,Tailoring,26087,,1,24,21342,21342,14256x20;17012x16;7078x4;14227x4,14256x20;17012x16;7078x4;14227x4,,0
171,Alchemy,26277,,1,24,21546,21546,6371x3;4625x3;8925x1,6371x3;4625x3;8925x1,,0
165,Leatherworking,26279,,1,24,21278,21278,12810x6;7082x4;14227x2,12810x6;7082x4;14227x2,,0
