itemID,spellID,name,spellName,requiredLevel,quality,qualityRank,maxStacks,isEquipable,icon,descriptionSource,description,spellDescription,specTokens,spec,classRequirements_json,getEnchantInfo_ok,getEnchantInfo_retN,getEnchantInfo_retTypes,getEnchantInfo_keys
201469,1180340,Molten Ammo,Molten Ammo,60,RE_QUALITY_EPIC,2,1,TRUE,Interface\Icons\spell_hunter_exoticmunitions_incendiary,C_Spell:GetSpellDescription,|cffFF1A1ARequires |TInterface\Icons\Ability_Hunter_ExplosiveShot:20:20:0:0|t Explosive Shot (Rank 1)|r\nExplosive Shot makes your next 2 Steady Shots deal an additional 80% as Fire damage.,|cffFF1A1ARequires |TInterface\Icons\Ability_Hunter_ExplosiveShot:20:20:0:0|t Explosive Shot (Rank 1)|r\nExplosive Shot makes your next 2 Steady Shots deal an additional 80% as Fire damage.,"{""1"": ""SURVIVAL""}","{""1"": ""SURVIVAL""}","{""1"": {""ClassType"": ""RebornHunter"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 0, ""Tab"": ""Survival""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
201450,1180360,Bleeding Edge,Bleeding Edge,15,RE_QUALITY_EPIC,2,1,TRUE,Interface\Icons\Ability_Warrior_BloodBath,C_Spell:GetSpellDescription,You gain 4 energy whenever you deal bleed damage with Garrote or Rupture or instant damage with Crimson Tempest.,You gain 4 energy whenever you deal bleed damage with Garrote or Rupture or instant damage with Crimson Tempest.,"{""1"": ""ASSASSINATION""}","{""1"": ""ASSASSINATION""}","{""1"": {""ClassType"": ""RebornRogue"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 0, ""Tab"": ""Assassination""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
201437,1180370,Sacred Light,Sacred Light,55,RE_QUALITY_EPIC,2,1,TRUE,Interface\icons\nhi_holy_shield_Border,C_Spell:GetSpellDescription,"Your Sacred Shield now applies an empowered absorb shield when applied but has a 30 second cooldown. In addition, the target of your Sacred Shield takes 8% increased healing from you.","Your Sacred Shield now applies an empowered absorb shield when applied but has a 30 second cooldown. In addition, the target of your Sacred Shield takes 8% increased healing from you.","{""1"": ""HOLY""}","{""1"": ""HOLY""}","{""1"": {""ClassType"": ""RebornPaladin"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 20, ""Tab"": ""Holy""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
201447,1180380,Combat Proficiency,Combat Proficiency,45,RE_QUALITY_EPIC,2,1,TRUE,Interface\Icons\INV_Weapon_Shortblade_38,C_Spell:GetSpellDescription,"|cffFF1A1ARequires |TInterface\Icons\INV_Weapon_Shortblade_38:20:20:0:0|t Combat Potency (Rank 1)|r\nIncreases the chance to trigger the Combat Potency talent by 50%. \n\nIn addition, gain 10% armor penetration.","|cffFF1A1ARequires |TInterface\Icons\INV_Weapon_Shortblade_38:20:20:0:0|t Combat Potency (Rank 1)|r\nIncreases the chance to trigger the Combat Potency talent by 50%. \n\nIn addition, gain 10% armor penetration.","{""1"": ""COMBAT""}","{""1"": ""COMBAT""}","{""1"": {""ClassType"": ""RebornRogue"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 0, ""Tab"": ""Combat""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
201448,1180390,Sinister Finisher,Sinister Finisher,15,RE_QUALITY_EPIC,2,1,TRUE,Interface\Icons\Ability_Rogue_SurpriseAttack2,C_Spell:GetSpellDescription,Using Sinister Strike grants |cFFFFFFFFSinister Finisher|r.\n\n|TInterface\Common\ui-tooltipdivider:12:180:0:0|t\n|TInterface\Icons\Ability_Rogue_SurpriseAttack2:20:20:0:0|t |cffFFFFFFSinister Finisher|r\nReduces the cost of your next Eviscerate by 10 and causes it to hit an additional nearby target for 15% of the damage dealt. Stacks up to 3 and lasts 12 seconds.,Using Sinister Strike grants |cFFFFFFFFSinister Finisher|r.\n\n|TInterface\Common\ui-tooltipdivider:12:180:0:0|t\n|TInterface\Icons\Ability_Rogue_SurpriseAttack2:20:20:0:0|t |cffFFFFFFSinister Finisher|r\nReduces the cost of your next Eviscerate by 10 and causes it to hit an additional nearby target for 15% of the damage dealt. Stacks up to 3 and lasts 12 seconds.,"{""1"": ""COMBAT""}","{""1"": ""COMBAT""}","{""1"": {""ClassType"": ""RebornRogue"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 0, ""Tab"": ""Combat""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
201441,1180400,Bloodshed,Bloodshed,60,RE_QUALITY_EPIC,2,1,TRUE,Interface\Icons\ability_ironmaidens_corruptedblood,C_Spell:GetSpellDescription,"|cffFF1A1ARequires |TInterface\Icons\Ability_Rogue_HungerforBlood:20:20:0:0|t Hunger For Blood|r\nUsing Hunger for Blood increases the damage of your Rogue bleed effects by 15% for 10 sec and causes the target to take 30% additional damage from bleed effects for 30 sec.\n\nIn addition, your Hunger for Blood has no energy cost and generates 10 energy when used.\n\n|cff00DDFFHold SHIFT for more information|r","|cffFF1A1ARequires |TInterface\Icons\Ability_Rogue_HungerforBlood:20:20:0:0|t Hunger For Blood|r\nUsing Hunger for Blood increases the damage of your Rogue bleed effects by 15% for 10 sec and causes the target to take 30% additional damage from bleed effects for 30 sec.\n\nIn addition, your Hunger for Blood has no energy cost and generates 10 energy when used.\n\n|cff00DDFFHold SHIFT for more information|r","{""1"": ""ASSASSINATION""}","{""1"": ""ASSASSINATION""}","{""1"": {""ClassType"": ""RebornRogue"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 0, ""Tab"": ""Assassination""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
201473,1180410,Earthen Grace,Earthen Grace,30,RE_QUALITY_EPIC,2,1,TRUE,Interface\Icons\Spell_Shaman_GiftEarthmother,C_Spell:GetSpellDescription,Increases your Nature healing done by 5% on allies affected by your Earthliving healing over time effect.,Increases your Nature healing done by 5% on allies affected by your Earthliving healing over time effect.,"{""1"": ""RESTORATION""}","{""1"": ""RESTORATION""}","{""1"": {""ClassType"": ""RebornShaman"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 0, ""Tab"": ""Restoration""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
201467,1180420,Elemental Torrent,Elemental Torrent,50,RE_QUALITY_EPIC,2,1,TRUE,Interface\Icons\inv_waterelementalmount,C_Spell:GetSpellDescription,"When your Water Elemental deals damage with Waterbolt you gain 1% haste for 10 sec, stacking up to 6 times.","When your Water Elemental deals damage with Waterbolt you gain 1% haste for 10 sec, stacking up to 6 times.","{""1"": ""FROST""}","{""1"": ""FROST""}","{""1"": {""ClassType"": ""RebornMage"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 0, ""Tab"": ""Frost""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
201051,1180430,A New Dawn,A New Dawn,35,RE_QUALITY_EPIC,2,1,TRUE,Interface\icons\nhi_holyshock_Border,C_Spell:GetSpellDescription,"Healing an ally with Light of Dawn or the direct part of Word of Glory makes your next Flash of Light, Holy Light or Holy Shock on them heal for 20% more.\n\nIn addition, healing the target of your Beacon of Light to full health generates one Holy Power.","Healing an ally with Light of Dawn or the direct part of Word of Glory makes your next Flash of Light, Holy Light or Holy Shock on them heal for 20% more.\n\nIn addition, healing the target of your Beacon of Light to full health generates one Holy Power.","{""1"": ""HOLY""}","{""1"": ""HOLY""}","{""1"": {""ClassType"": ""RebornPaladin"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 0, ""Tab"": ""Holy""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
201456,1180440,Nether Portal,Nether Portal,30,RE_QUALITY_LEGENDARY,3,1,TRUE,Interface\Icons\inv_netherportal,C_Spell:GetSpellDescription,"Teaches you: Nether Portal.\n \n|TInterface\Common\ui-tooltipdivider:12:180:0:0|t\n|TInterface\Icons\inv_netherportal:20:20:0:0|t |cffFFFFFFNether Portal|r\n|cffFFFFFF2 min cooldown|r\nTear open a portal to the Twisting Nether for 30 sec. Casting Shadow Bolt, Soul Fire or Incinerate summons a demon to fight for you. During Decimation your Soul Fire summons an additional demon.","Teaches you: Nether Portal.\n \n|TInterface\Common\ui-tooltipdivider:12:180:0:0|t\n|TInterface\Icons\inv_netherportal:20:20:0:0|t |cffFFFFFFNether Portal|r\n|cffFFFFFF2 min cooldown|r\nTear open a portal to the Twisting Nether for 30 sec. Casting Shadow Bolt, Soul Fire or Incinerate summons a demon to fight for you. During Decimation your Soul Fire summons an additional demon.","{""1"": ""DEMONOLOGY""}","{""1"": ""DEMONOLOGY""}","{""1"": {""ClassType"": ""RebornWarlock"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 0, ""Tab"": ""Demonology""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
201452,1180450,Eternal Torment,Eternal Torment,60,RE_QUALITY_EPIC,2,1,TRUE,Interface\Icons\ability_warlock_improvedsoulleech,C_Spell:GetSpellDescription,|cffFF1A1ARequires |TInterface\Icons\Ability_Warlock_Haunt:20:20:0:0|t Haunt (Rank 1)|r\nCasting Haunt on a target already affected by your Haunt makes it guaranteed to critically strike.\n\nYour Haunt increases the damage of your Shadow damage-over-time effects by an additional 5%.,|cffFF1A1ARequires |TInterface\Icons\Ability_Warlock_Haunt:20:20:0:0|t Haunt (Rank 1)|r\nCasting Haunt on a target already affected by your Haunt makes it guaranteed to critically strike.\n\nYour Haunt increases the damage of your Shadow damage-over-time effects by an additional 5%.,"{""1"": ""AFFLICTION""}","{""1"": ""AFFLICTION""}","{""1"": {""ClassType"": ""RebornWarlock"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 0, ""Tab"": ""Affliction""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
201009,1180460,Twist of Faith,Twist of Faith,30,RE_QUALITY_LEGENDARY,3,1,TRUE,Interface\Icons\ability_paladin_artofwar,C_Spell:GetSpellDescription,"Using Seal of Righteousness, Seal of Command, Seal of Vengeance or Seal of Corruption while a different one of these seals is already active grants you the previously active seal for 8 sec.\n\nThese seals have their global cooldown reduced to 1 sec, no longer cost any mana but have a 10 second cooldown.","Using Seal of Righteousness, Seal of Command, Seal of Vengeance or Seal of Corruption while a different one of these seals is already active grants you the previously active seal for 8 sec.\n\nThese seals have their global cooldown reduced to 1 sec, no longer cost any mana but have a 10 second cooldown.","{""1"": ""RETRIBUTION""}","{""1"": ""RETRIBUTION""}","{""1"": {""ClassType"": ""RebornPaladin"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 0, ""Tab"": ""Retribution""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
201454,1180470,Agonizing Coil,Agonizing Coil,42,RE_QUALITY_EPIC,2,1,TRUE,Interface\Icons\_DeathCoil_Color_Purple,C_Spell:GetSpellDescription,"Using Death Coil applies Curse of Agony on the target and harvests their essence, granting you 10% increased chance to critically strike with spells for 15 sec.\n\nThe cooldown of Death Coil is reduced by 90 sec, however it no longer causes the target to run in horror.","Using Death Coil applies Curse of Agony on the target and harvests their essence, granting you 10% increased chance to critically strike with spells for 15 sec.\n\nThe cooldown of Death Coil is reduced by 90 sec, however it no longer causes the target to run in horror.","{""1"": ""AFFLICTION""}","{""1"": ""AFFLICTION""}","{""1"": {""ClassType"": ""RebornWarlock"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 0, ""Tab"": ""Affliction""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
201460,1180480,Soul Erosion,Soul Erosion,50,RE_QUALITY_LEGENDARY,3,1,TRUE,Interface\Icons\ability_warlock_soulsiphon,C_Spell:GetSpellDescription,"Dealing damage with Unstable Affliction and Curse of Agony has a 8% chance to increase the damage of your next Drain Soul by 200% (500% if the target is below 25% health). Drain Soul cast this way only lasts for 6 sec but is impervious to spell pushback.\n\nIn addition, using Drain Soul the duration of your Haunt, Unstable Affliction, and Shadow Embrace is not reduced on the target.","Dealing damage with Unstable Affliction and Curse of Agony has a 8% chance to increase the damage of your next Drain Soul by 200% (500% if the target is below 25% health). Drain Soul cast this way only lasts for 6 sec but is impervious to spell pushback.\n\nIn addition, using Drain Soul the duration of your Haunt, Unstable Affliction, and Shadow Embrace is not reduced on the target.","{""1"": ""AFFLICTION""}","{""1"": ""AFFLICTION""}","{""1"": {""ClassType"": ""RebornWarlock"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 0, ""Tab"": ""Affliction""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
201455,1180490,Doomcaller's Wrath,Doomcaller's Wrath,42,RE_QUALITY_EPIC,2,1,TRUE,Interface\Icons\ability_warlock_eradication,C_Spell:GetSpellDescription,|cffFF1A1ARequires |TInterface\Icons\Ability_Warlock_Eradication:20:20:0:0|t Eradication (Rank 3)|r\nUsing Curse of Doom grants you Eradication.\n\nDuration of Eradication is increased by 5 seconds.\n\nIncreases the damage of Curse of Doom by 30%.,|cffFF1A1ARequires |TInterface\Icons\Ability_Warlock_Eradication:20:20:0:0|t Eradication (Rank 3)|r\nUsing Curse of Doom grants you Eradication.\n\nDuration of Eradication is increased by 5 seconds.\n\nIncreases the damage of Curse of Doom by 30%.,"{""1"": ""AFFLICTION""}","{""1"": ""AFFLICTION""}","{""1"": {""ClassType"": ""RebornWarlock"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 0, ""Tab"": ""Affliction""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
201459,1180500,Cataclysmic Burst,Cataclysmic Burst,30,RE_QUALITY_LEGENDARY,3,1,TRUE,Interface\Icons\sha_spell_fire_blueimmolation_nightmare,C_Spell:GetSpellDescription,"Dealing damage with Incinerate extends the duration of your Immolate by 2 seconds and increases the periodic damage of Immolate by 8%, stacking up to 4 times. This effect is consumed when casting Conflagrate.","Dealing damage with Incinerate extends the duration of your Immolate by 2 seconds and increases the periodic damage of Immolate by 8%, stacking up to 4 times. This effect is consumed when casting Conflagrate.","{""1"": ""DESTRUCTION""}","{""1"": ""DESTRUCTION""}","{""1"": {""ClassType"": ""RebornWarlock"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 0, ""Tab"": ""Destruction""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
201468,1180510,Beastmaster's Gambit,Beastmaster's Gambit,35,RE_QUALITY_EPIC,2,1,TRUE,Interface\Icons\Ability_Hunter_Invigeration,C_Spell:GetSpellDescription,When you deal damage with Barbed Shot you have a 15% chance to restore a charge of it and increase the damage you deal with Barbed Shot by 30% for 6 sec.,When you deal damage with Barbed Shot you have a 15% chance to restore a charge of it and increase the damage you deal with Barbed Shot by 30% for 6 sec.,"{""1"": ""BEASTMASTERY""}","{""1"": ""BEASTMASTERY""}","{""1"": {""ClassType"": ""RebornHunter"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 0, ""Tab"": ""BeastMastery""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
201517,1180520,Power Word: Barrier,Power Word: Barrier,35,RE_QUALITY_ARTIFACT,4,1,TRUE,Interface\Icons\spell_holy_powerwordbarrier,C_Spell:GetSpellDescription,"Teaches you: Power Word: Barrier.\n \n|TInterface\Common\ui-tooltipdivider:12:180:0:0|t\n|TInterface\Icons\spell_holy_powerwordbarrier:20:20:0:0|t |cffFFFFFFPower Word: Barrier|r\n|cffFFFFFF2 min cooldown|r\nSummons a holy barrier to protect all allies at the target location for 8 sec, reducing all damage taken by 20% and reduces the pushback suffered from damaging attacks while casting by 100%.","Teaches you: Power Word: Barrier.\n \n|TInterface\Common\ui-tooltipdivider:12:180:0:0|t\n|TInterface\Icons\spell_holy_powerwordbarrier:20:20:0:0|t |cffFFFFFFPower Word: Barrier|r\n|cffFFFFFF2 min cooldown|r\nSummons a holy barrier to protect all allies at the target location for 8 sec, reducing all damage taken by 20% and reduces the pushback suffered from damaging attacks while casting by 100%.","{""1"": ""DISCIPLINE""}","{""1"": ""DISCIPLINE""}","{""1"": {""ClassType"": ""RebornPriest"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 20, ""Tab"": ""Discipline""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
201499,1180530,Throwing Mastery,Throwing Mastery,46,RE_QUALITY_EPIC,2,1,TRUE,Interface\Icons\INV_Axe_66,C_Spell:GetSpellDescription,"|TInterface\Common\ui-tooltipdivider:12:180:0:0|t\n|TInterface\Icons\warrior_talent_icon_stormbolt:20:20:0:0|t |cffFFFFFFStorm Shield|r\nDamage taken is reduced by 8%.\nCritical strike chance of Thunder Clap increased by 50%.\nUsing Storm Bolt empowers your next 2 Heroic Throw abilities, allowing it to be used without a triggering a cooldown and increases the duration of |cFFFFFFFFStorm Shield|r, granted from Storm Bolt by 10 sec.\n\nIn addition, Storm Bolt and Heroic Throw applies 2 stacks of Sunder Armor.","|TInterface\Common\ui-tooltipdivider:12:180:0:0|t\n|TInterface\Icons\warrior_talent_icon_stormbolt:20:20:0:0|t |cffFFFFFFStorm Shield|r\nDamage taken is reduced by 8%.\nCritical strike chance of Thunder Clap increased by 50%.\nUsing Storm Bolt empowers your next 2 Heroic Throw abilities, allowing it to be used without a triggering a cooldown and increases the duration of |cFFFFFFFFStorm Shield|r, granted from Storm Bolt by 10 sec.\n\nIn addition, Storm Bolt and Heroic Throw applies 2 stacks of Sunder Armor.","{""1"": ""ARMS""}","{""1"": ""ARMS""}","{""1"": {""ClassType"": ""RebornWarrior"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 0, ""Tab"": ""Arms""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
201498,1180540,Astral Alignment,Astral Alignment,15,RE_QUALITY_EPIC,2,1,TRUE,Interface\Icons\Ability_Druid_TwilightsWrath,C_Spell:GetSpellDescription,"Casting Moonfire, Starfire or Starsurge on an enemy increases the damage they take from your Wrath by 10% for 10 sec. Casting Wrath on an affected target restores 5% base mana.","Casting Moonfire, Starfire or Starsurge on an enemy increases the damage they take from your Wrath by 10% for 10 sec. Casting Wrath on an affected target restores 5% base mana.","{""1"": ""BALANCE""}","{""1"": ""BALANCE""}","{""1"": {""ClassType"": ""RebornDruid"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 0, ""Tab"": ""Balance""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
201511,1180560,Resurgent Waves,Resurgent Waves,15,RE_QUALITY_EPIC,2,1,TRUE,Interface\Icons\Spell_Shaman_BlessingOfEternals,C_Spell:GetSpellDescription,Your Lesser Healing Wave and Healing Wave has an additional 15% critical strike chance and restores 5% base mana and a charge of Water Shield when healing an ally below 50% health.\n\nWater Shield can now hold 2 more charges.,Your Lesser Healing Wave and Healing Wave has an additional 15% critical strike chance and restores 5% base mana and a charge of Water Shield when healing an ally below 50% health.\n\nWater Shield can now hold 2 more charges.,"{""1"": ""RESTORATION""}","{""1"": ""RESTORATION""}","{""1"": {""ClassType"": ""RebornShaman"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 0, ""Tab"": ""Restoration""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
201513,1180570,Healing Tide,Healing Tide,20,RE_QUALITY_EPIC,2,1,TRUE,Interface\Icons\ability_shaman_healingtide,C_Spell:GetSpellDescription,"Placing Healing Stream Totem will release an initial pulse healing nearby allies for 369. Your Healing Stream Totem healing is also doubled for 20 sec after being placed, but Healing Stream Totem now has a 20 second cooldown.","Placing Healing Stream Totem will release an initial pulse healing nearby allies for 369. Your Healing Stream Totem healing is also doubled for 20 sec after being placed, but Healing Stream Totem now has a 20 second cooldown.","{""1"": ""RESTORATION""}","{""1"": ""RESTORATION""}","{""1"": {""ClassType"": ""RebornShaman"", ""TabTypes"": {""1"": {""RequiredAE"": 0, ""RequiredTE"": 0, ""Tab"": ""Restoration""}}}}",TRUE,1,"{""1"": ""table""}","{""1"": ""ClassRequirements"", ""2"": ""IsAvailableForCurrentClass"", ""3"": ""IsWorldforged"", ""4"": ""ItemID"", ""5"": ""Known"", ""6"": ""MaxStacks"", ""7"": ""Quality"", ""8"": ""RequiredLevel"", ""9"": ""Spec"", ""10"": ""SpellID"", ""11"": ""SpellName""}"
