talentID,spellID,name,spellName,requiredLevel,quality,maxRank,nodeType,class,tree,specFile,classFile,icon,descriptionSource,spellDescription,spells_json,entry_json
12414,1112317,Enrage,Enrage,25,Normal,5,SpendSquare,RebornWarrior,Fury,FURY,WARRIOR,Interface\Icons\Spell_Shadow_UnholyFrenzy,scan:spellDescription,Gives you a 30% chance to receive a 2% damage bonus for 12 sec after being the victim of a damaging attack. This effect does not stack with Wrecking Crew.,"{""1"": 1112317, ""2"": 1113045, ""3"": 1113046, ""4"": 1113047, ""5"": 1113048}","{""AECost"": 0, ""Anchor"": ""TOP"", ""Class"": ""RebornWarrior"", ""Color"": ""TEAL"", ""Column"": 3, ""Distance"": 0, ""Flags"": 0, ""Group"": 0, ""ID"": 12414, ""Icon"": ""Spell_Shadow_UnholyFrenzy"", ""Name"": ""Enrage"", ""NodeType"": ""SpendSquare"", ""ParentNode"": 0, ""Points"": 0, ""PositionX"": 0, ""PositionY"": 0, ""Quality"": ""Normal"", ""QualityCost"": 1, ""RequiredAEInvestment"": 0, ""RequiredClassAEInvestment"": 0, ""RequiredClassPoints"": 0, ""RequiredClassTEInvestment"": 0, ""RequiredLevel"": 25, ""RequiredTEInvestment"": 0, ""RequiredTabAEInvestment"": 0, ""RequiredTabTEInvestment"": 15, ""Row"": 3, ""SizeX"": 0, ""SizeY"": 0, ""Spells"": {""1"": 1112317, ""2"": 1113045, ""3"": 1113046, ""4"": 1113047, ""5"": 1113048}, ""TECost"": 1, ""Tab"": ""Fury"", ""Type"": ""Talent"", ""entryID"": 12414, ""spellID"": 1112317}"
12419,1129590,Precision,Precision,30,Normal,3,SpendSquare,RebornWarrior,Fury,FURY,WARRIOR,Interface\Icons\Ability_Marksmanship,scan:spellDescription,Increases your chance to hit with melee weapons by 1%.,"{""1"": 1129590, ""2"": 1129591, ""3"": 1129592}","{""AECost"": 0, ""Anchor"": ""TOP"", ""Class"": ""RebornWarrior"", ""Color"": ""TEAL"", ""Column"": 1, ""Distance"": 0, ""Flags"": 0, ""Group"": 0, ""ID"": 12419, ""Icon"": ""Ability_Marksmanship"", ""Name"": ""Precision"", ""NodeType"": ""SpendSquare"", ""ParentNode"": 0, ""Points"": 0, ""PositionX"": 0, ""PositionY"": 0, ""Quality"": ""Normal"", ""QualityCost"": 1, ""RequiredAEInvestment"": 0, ""RequiredClassAEInvestment"": 0, ""RequiredClassPoints"": 0, ""RequiredClassTEInvestment"": 0, ""RequiredLevel"": 30, ""RequiredTEInvestment"": 0, ""RequiredTabAEInvestment"": 0, ""RequiredTabTEInvestment"": 20, ""Row"": 4, ""SizeX"": 0, ""SizeY"": 0, ""Spells"": {""1"": 1129590, ""2"": 1129591, ""3"": 1129592}, ""TECost"": 1, ""Tab"": ""Fury"", ""Type"": ""Talent"", ""entryID"": 12419, ""spellID"": 1129590}"
12422,1112292,Death Wish,Death Wish,30,Normal,1,SpendSquare,RebornWarrior,Fury,FURY,WARRIOR,Interface\Icons\Spell_Shadow_DeathPact,scan:spellDescription,"When activated you become enraged, increasing your physical damage by 20% but increasing all damage taken by 5%. Lasts 30 sec.","{""1"": 1112292}","{""AECost"": 0, ""Anchor"": ""TOP"", ""Class"": ""RebornWarrior"", ""Color"": ""TEAL"", ""Column"": 2, ""Distance"": 0, ""Flags"": 0, ""Group"": 0, ""ID"": 12422, ""Icon"": ""Spell_Shadow_DeathPact"", ""Name"": ""Death Wish"", ""NodeType"": ""SpendSquare"", ""ParentNode"": 0, ""Points"": 0, ""PositionX"": 0, ""PositionY"": 0, ""Quality"": ""Normal"", ""QualityCost"": 1, ""RequiredAEInvestment"": 0, ""RequiredClassAEInvestment"": 0, ""RequiredClassPoints"": 0, ""RequiredClassTEInvestment"": 0, ""RequiredLevel"": 30, ""RequiredTEInvestment"": 0, ""RequiredTabAEInvestment"": 0, ""RequiredTabTEInvestment"": 20, ""Row"": 4, ""SizeX"": 0, ""SizeY"": 0, ""Spells"": {""1"": 1112292}, ""TECost"": 1, ""Tab"": ""Fury"", ""Type"": ""Talent"", ""entryID"": 12422, ""spellID"": 1112292}"
12423,1129888,Improved Intercept,Improved Intercept,30,Normal,2,SpendSquare,RebornWarrior,Fury,FURY,WARRIOR,Interface\Icons\Ability_Rogue_Sprint,scan:spellDescription,Reduces the cooldown of your Intercept ability by 5 sec.,"{""1"": 1129888, ""2"": 1129889}","{""AECost"": 0, ""Anchor"": ""TOP"", ""Class"": ""RebornWarrior"", ""Color"": ""TEAL"", ""Column"": 3, ""Distance"": 0, ""Flags"": 0, ""Group"": 0, ""ID"": 12423, ""Icon"": ""Ability_Rogue_Sprint"", ""Name"": ""Improved Intercept"", ""NodeType"": ""SpendSquare"", ""ParentNode"": 0, ""Points"": 0, ""PositionX"": 0, ""PositionY"": 0, ""Quality"": ""Normal"", ""QualityCost"": 1, ""RequiredAEInvestment"": 0, ""RequiredClassAEInvestment"": 0, ""RequiredClassPoints"": 0, ""RequiredClassTEInvestment"": 0, ""RequiredLevel"": 30, ""RequiredTEInvestment"": 0, ""RequiredTabAEInvestment"": 0, ""RequiredTabTEInvestment"": 20, ""Row"": 4, ""SizeX"": 0, ""SizeY"": 0, ""Spells"": {""1"": 1129888, ""2"": 1129889}, ""TECost"": 1, ""Tab"": ""Fury"", ""Type"": ""Talent"", ""entryID"": 12423, ""spellID"": 1129888}"
12425,1120500,Improved Berserker Rage,Improved Berserker Rage,35,Normal,2,SpendSquare,RebornWarrior,Fury,FURY,WARRIOR,Interface\Icons\Spell_Nature_AncestralGuardian,scan:spellDescription,The Berserker Rage ability will generate 10 rage when used.,"{""1"": 1120500, ""2"": 1120501}","{""AECost"": 0, ""Anchor"": ""TOP"", ""Class"": ""RebornWarrior"", ""Color"": ""TEAL"", ""Column"": 1, ""Distance"": 0, ""Flags"": 0, ""Group"": 0, ""ID"": 12425, ""Icon"": ""Spell_Nature_AncestralGuardian"", ""Name"": ""Improved Berserker Rage"", ""NodeType"": ""SpendSquare"", ""ParentNode"": 0, ""Points"": 0, ""PositionX"": 0, ""PositionY"": 0, ""Quality"": ""Normal"", ""QualityCost"": 1, ""RequiredAEInvestment"": 0, ""RequiredClassAEInvestment"": 0, ""RequiredClassPoints"": 0, ""RequiredClassTEInvestment"": 0, ""RequiredLevel"": 35, ""RequiredTEInvestment"": 0, ""RequiredTabAEInvestment"": 0, ""RequiredTabTEInvestment"": 25, ""Row"": 5, ""SizeX"": 0, ""SizeY"": 0, ""Spells"": {""1"": 1120500, ""2"": 1120501}, ""TECost"": 1, ""Tab"": ""Fury"", ""Type"": ""Talent"", ""entryID"": 12425, ""spellID"": 1120500}"
12427,1112319,Flurry,Flurry,35,Normal,3,SpendSquare,RebornWarrior,Fury,FURY,WARRIOR,Interface\Icons\Ability_GhoulFrenzy,scan:spellDescription,Increases your attack speed by 8% for your next 3 swings after dealing a melee critical strike.,"{""1"": 1112319, ""2"": 1112971, ""3"": 1112972}","{""AECost"": 0, ""Anchor"": ""TOP"", ""Class"": ""RebornWarrior"", ""Color"": ""TEAL"", ""Column"": 3, ""Distance"": 0, ""Flags"": 0, ""Group"": 0, ""ID"": 12427, ""Icon"": ""Ability_GhoulFrenzy"", ""Name"": ""Flurry"", ""NodeType"": ""SpendSquare"", ""ParentNode"": 0, ""Points"": 0, ""PositionX"": 0, ""PositionY"": 0, ""Quality"": ""Normal"", ""QualityCost"": 1, ""RequiredAEInvestment"": 0, ""RequiredClassAEInvestment"": 0, ""RequiredClassPoints"": 0, ""RequiredClassTEInvestment"": 0, ""RequiredLevel"": 35, ""RequiredTEInvestment"": 0, ""RequiredTabAEInvestment"": 0, ""RequiredTabTEInvestment"": 25, ""Row"": 5, ""SizeX"": 0, ""SizeY"": 0, ""Spells"": {""1"": 1112319, ""2"": 1112971, ""3"": 1112972}, ""TECost"": 1, ""Tab"": ""Fury"", ""Type"": ""Talent"", ""entryID"": 12427, ""spellID"": 1112319}"
12432,1146908,Intensify Rage,Intensify Rage,40,Normal,3,SpendSquare,RebornWarrior,Fury,FURY,WARRIOR,Interface\Icons\Ability_Warrior_EndlessRage,scan:spellDescription,"Reduces the cooldown of your Bloodrage, Berserker Rage, Recklessness and Death Wish abilities by 11%.","{""1"": 1146908, ""2"": 1146909, ""3"": 1156924}","{""AECost"": 0, ""Anchor"": ""TOP"", ""Class"": ""RebornWarrior"", ""Color"": ""TEAL"", ""Column"": 1, ""Distance"": 0, ""Flags"": 0, ""Group"": 0, ""ID"": 12432, ""Icon"": ""Ability_Warrior_EndlessRage"", ""Name"": ""Intensify Rage"", ""NodeType"": ""SpendSquare"", ""ParentNode"": 0, ""Points"": 0, ""PositionX"": 0, ""PositionY"": 0, ""Quality"": ""Normal"", ""QualityCost"": 1, ""RequiredAEInvestment"": 0, ""RequiredClassAEInvestment"": 0, ""RequiredClassPoints"": 0, ""RequiredClassTEInvestment"": 0, ""RequiredLevel"": 40, ""RequiredTEInvestment"": 0, ""RequiredTabAEInvestment"": 0, ""RequiredTabTEInvestment"": 30, ""Row"": 6, ""SizeX"": 0, ""SizeY"": 0, ""Spells"": {""1"": 1146908, ""2"": 1146909, ""3"": 1156924}, ""TECost"": 1, ""Tab"": ""Fury"", ""Type"": ""Talent"", ""entryID"": 12432, ""spellID"": 1146908}"
12435,1123881,Bloodthirst,Bloodthirst,40,Normal,1,SpendSquare,RebornWarrior,Fury,FURY,WARRIOR,Interface\Icons\Spell_Nature_BloodLust,scan:spellDescription,"Instantly attack the target causing 25 damage. In addition, the next 3 successful melee attacks will restore 2% of max health. This effect lasts 8 sec. Damage is based on your attack power.","{""1"": 1123881}","{""AECost"": 0, ""Anchor"": ""TOP"", ""Class"": ""RebornWarrior"", ""Color"": ""TEAL"", ""Column"": 2, ""ConnectedNodes"": {""1"": 12422}, ""Distance"": 0, ""Flags"": 2097152, ""Group"": 0, ""ID"": 12435, ""Icon"": ""Spell_Nature_BloodLust"", ""Name"": ""Bloodthirst"", ""NodeType"": ""SpendSquare"", ""ParentNode"": 0, ""Points"": 0, ""PositionX"": 0, ""PositionY"": 0, ""Quality"": ""Normal"", ""QualityCost"": 1, ""RequiredAEInvestment"": 0, ""RequiredClassAEInvestment"": 0, ""RequiredClassPoints"": 0, ""RequiredClassTEInvestment"": 0, ""RequiredLevel"": 40, ""RequiredTEInvestment"": 0, ""RequiredTabAEInvestment"": 0, ""RequiredTabTEInvestment"": 30, ""Row"": 6, ""SizeX"": 0, ""SizeY"": 0, ""Spells"": {""1"": 1123881}, ""TECost"": 1, ""Tab"": ""Fury"", ""Type"": ""Talent"", ""entryID"": 12435, ""spellID"": 1123881}"
12436,1129721,Improved Whirlwind,Improved Whirlwind,40,Normal,2,SpendSquare,RebornWarrior,Fury,FURY,WARRIOR,Interface\Icons\Ability_Whirlwind,scan:spellDescription,Increases the damage of your Whirlwind ability by 10%.,"{""1"": 1129721, ""2"": 1129776}","{""AECost"": 0, ""Anchor"": ""TOP"", ""Class"": ""RebornWarrior"", ""Color"": ""TEAL"", ""Column"": 4, ""Distance"": 0, ""Flags"": 0, ""Group"": 0, ""ID"": 12436, ""Icon"": ""Ability_Whirlwind"", ""Name"": ""Improved Whirlwind"", ""NodeType"": ""SpendSquare"", ""ParentNode"": 0, ""Points"": 0, ""PositionX"": 0, ""PositionY"": 0, ""Quality"": ""Normal"", ""QualityCost"": 1, ""RequiredAEInvestment"": 0, ""RequiredClassAEInvestment"": 0, ""RequiredClassPoints"": 0, ""RequiredClassTEInvestment"": 0, ""RequiredLevel"": 40, ""RequiredTEInvestment"": 0, ""RequiredTabAEInvestment"": 0, ""RequiredTabTEInvestment"": 30, ""Row"": 6, ""SizeX"": 0, ""SizeY"": 0, ""Spells"": {""1"": 1129721, ""2"": 1129776}, ""TECost"": 1, ""Tab"": ""Fury"", ""Type"": ""Talent"", ""entryID"": 12436, ""spellID"": 1129721}"
12438,1146910,Furious Attacks,Furious Attacks,45,Normal,2,SpendSquare,RebornWarrior,Fury,FURY,WARRIOR,Interface\Icons\Ability_Warrior_FuriousResolve,scan:spellDescription,Your normal melee attacks have a chance to reduce all healing done to the target by 25% for 10 sec. This can stack up to 2 times.,"{""1"": 1146910, ""2"": 1146911}","{""AECost"": 0, ""Anchor"": ""TOP"", ""Class"": ""RebornWarrior"", ""Color"": ""TEAL"", ""Column"": 1, ""Distance"": 0, ""Flags"": 0, ""Group"": 0, ""ID"": 12438, ""Icon"": ""Ability_Warrior_FuriousResolve"", ""Name"": ""Furious Attacks"", ""NodeType"": ""SpendSquare"", ""ParentNode"": 0, ""Points"": 0, ""PositionX"": 0, ""PositionY"": 0, ""Quality"": ""Normal"", ""QualityCost"": 1, ""RequiredAEInvestment"": 0, ""RequiredClassAEInvestment"": 0, ""RequiredClassPoints"": 0, ""RequiredClassTEInvestment"": 0, ""RequiredLevel"": 45, ""RequiredTEInvestment"": 0, ""RequiredTabAEInvestment"": 0, ""RequiredTabTEInvestment"": 35, ""Row"": 7, ""SizeX"": 0, ""SizeY"": 0, ""Spells"": {""1"": 1146910, ""2"": 1146911}, ""TECost"": 1, ""Tab"": ""Fury"", ""Type"": ""Talent"", ""entryID"": 12438, ""spellID"": 1146910}"
12440,1129759,Improved Berserker Stance,Improved Berserker Stance,45,Normal,5,SpendSquare,RebornWarrior,Fury,FURY,WARRIOR,Interface\Icons\Ability_Racial_Avatar,scan:spellDescription,Increases Strength by 4% and reduces threat caused by 2% while in Berserker Stance.,"{""1"": 1129759, ""2"": 1129760, ""3"": 1129761, ""4"": 1129762, ""5"": 1129763}","{""AECost"": 0, ""Anchor"": ""TOP"", ""Class"": ""RebornWarrior"", ""Color"": ""TEAL"", ""Column"": 4, ""Distance"": 0, ""Flags"": 0, ""Group"": 0, ""ID"": 12440, ""Icon"": ""Ability_Racial_Avatar"", ""Name"": ""Improved Berserker Stance"", ""NodeType"": ""SpendSquare"", ""ParentNode"": 0, ""Points"": 0, ""PositionX"": 0, ""PositionY"": 0, ""Quality"": ""Normal"", ""QualityCost"": 1, ""RequiredAEInvestment"": 0, ""RequiredClassAEInvestment"": 0, ""RequiredClassPoints"": 0, ""RequiredClassTEInvestment"": 0, ""RequiredLevel"": 45, ""RequiredTEInvestment"": 0, ""RequiredTabAEInvestment"": 0, ""RequiredTabTEInvestment"": 35, ""Row"": 7, ""SizeX"": 0, ""SizeY"": 0, ""Spells"": {""1"": 1129759, ""2"": 1129760, ""3"": 1129761, ""4"": 1129762, ""5"": 1129763}, ""TECost"": 1, ""Tab"": ""Fury"", ""Type"": ""Talent"", ""entryID"": 12440, ""spellID"": 1129759}"
12445,1160970,Heroic Fury,Heroic Fury,50,Normal,1,SpendSquare,RebornWarrior,Fury,FURY,WARRIOR,Interface\Icons\Ability_HeroicLeap,scan:spellDescription,Removes any Immobilization effects and refreshes the cooldown of your Intercept ability.,"{""1"": 1160970}","{""AECost"": 0, ""Anchor"": ""TOP"", ""Class"": ""RebornWarrior"", ""Color"": ""TEAL"", ""Column"": 1, ""Distance"": 0, ""Flags"": 0, ""Group"": 0, ""ID"": 12445, ""Icon"": ""Ability_HeroicLeap"", ""Name"": ""Heroic Fury"", ""NodeType"": ""SpendSquare"", ""ParentNode"": 0, ""Points"": 0, ""PositionX"": 0, ""PositionY"": 0, ""Quality"": ""Normal"", ""QualityCost"": 1, ""RequiredAEInvestment"": 0, ""RequiredClassAEInvestment"": 0, ""RequiredClassPoints"": 0, ""RequiredClassTEInvestment"": 0, ""RequiredLevel"": 50, ""RequiredTEInvestment"": 0, ""RequiredTabAEInvestment"": 0, ""RequiredTabTEInvestment"": 40, ""Row"": 8, ""SizeX"": 0, ""SizeY"": 0, ""Spells"": {""1"": 1160970}, ""TECost"": 1, ""Tab"": ""Fury"", ""Type"": ""TalentAbility"", ""entryID"": 12445, ""spellID"": 1160970}"
12446,1129801,Rampage,Rampage,50,Normal,1,SpendSquare,RebornWarrior,Fury,FURY,WARRIOR,Interface\Icons\Ability_Warrior_Rampage,scan:spellDescription,Increases ranged and melee critical hit chance of all party and raid members within 100 yds by 5%.,"{""1"": 1129801}","{""AECost"": 0, ""Anchor"": ""TOP"", ""Class"": ""RebornWarrior"", ""Color"": ""TEAL"", ""Column"": 2, ""ConnectedNodes"": {""1"": 12435}, ""Distance"": 0, ""Flags"": 2097152, ""Group"": 0, ""ID"": 12446, ""Icon"": ""Ability_Warrior_Rampage"", ""Name"": ""Rampage"", ""NodeType"": ""SpendSquare"", ""ParentNode"": 0, ""Points"": 0, ""PositionX"": 0, ""PositionY"": 0, ""Quality"": ""Normal"", ""QualityCost"": 1, ""RequiredAEInvestment"": 0, ""RequiredClassAEInvestment"": 0, ""RequiredClassPoints"": 0, ""RequiredClassTEInvestment"": 0, ""RequiredLevel"": 50, ""RequiredTEInvestment"": 0, ""RequiredTabAEInvestment"": 0, ""RequiredTabTEInvestment"": 40, ""Row"": 8, ""SizeX"": 0, ""SizeY"": 0, ""Spells"": {""1"": 1129801}, ""TECost"": 1, ""Tab"": ""Fury"", ""Type"": ""Talent"", ""entryID"": 12446, ""spellID"": 1129801}"
12447,1146913,Bloodsurge,Bloodsurge,50,Normal,3,SpendSquare,RebornWarrior,Fury,FURY,WARRIOR,Interface\Icons\Ability_Warrior_Bloodsurge,scan:spellDescription,"Your Heroic Strike, Bloodthirst, and Whirlwind hits have a 7% chance of making your next Slam instant for 8 sec.","{""1"": 1146913, ""2"": 1146914, ""3"": 1146915}","{""AECost"": 0, ""Anchor"": ""TOP"", ""Class"": ""RebornWarrior"", ""Color"": ""TEAL"", ""Column"": 3, ""ConnectedNodes"": {""1"": 12435}, ""Distance"": 0, ""Flags"": 2097152, ""Group"": 0, ""ID"": 12447, ""Icon"": ""Ability_Warrior_Bloodsurge"", ""Name"": ""Bloodsurge"", ""NodeType"": ""SpendSquare"", ""ParentNode"": 0, ""Points"": 0, ""PositionX"": 0, ""PositionY"": 0, ""Quality"": ""Normal"", ""QualityCost"": 1, ""RequiredAEInvestment"": 0, ""RequiredClassAEInvestment"": 0, ""RequiredClassPoints"": 0, ""RequiredClassTEInvestment"": 0, ""RequiredLevel"": 50, ""RequiredTEInvestment"": 0, ""RequiredTabAEInvestment"": 0, ""RequiredTabTEInvestment"": 40, ""Row"": 8, ""SizeX"": 0, ""SizeY"": 0, ""Spells"": {""1"": 1146913, ""2"": 1146914, ""3"": 1146915}, ""TECost"": 1, ""Tab"": ""Fury"", ""Type"": ""Talent"", ""entryID"": 12447, ""spellID"": 1146913}"
12450,1156927,Unending Fury,Unending Fury,55,Normal,3,SpendSquare,RebornWarrior,Fury,FURY,WARRIOR,Interface\Icons\Ability_Warrior_IntensifyRage,scan:spellDescription,"Increases the damage done by your Slam, Whirlwind and Bloodthirst abilities by 4%.","{""1"": 1156927, ""2"": 1156929, ""3"": 1156930}","{""AECost"": 0, ""Anchor"": ""TOP"", ""Class"": ""RebornWarrior"", ""Color"": ""TEAL"", ""Column"": 2, ""Distance"": 0, ""Flags"": 0, ""Group"": 0, ""ID"": 12450, ""Icon"": ""Ability_Warrior_IntensifyRage"", ""Name"": ""Unending Fury"", ""NodeType"": ""SpendSquare"", ""ParentNode"": 0, ""Points"": 0, ""PositionX"": 0, ""PositionY"": 0, ""Quality"": ""Normal"", ""QualityCost"": 1, ""RequiredAEInvestment"": 0, ""RequiredClassAEInvestment"": 0, ""RequiredClassPoints"": 0, ""RequiredClassTEInvestment"": 0, ""RequiredLevel"": 55, ""RequiredTEInvestment"": 0, ""RequiredTabAEInvestment"": 0, ""RequiredTabTEInvestment"": 45, ""Row"": 9, ""SizeX"": 0, ""SizeY"": 0, ""Spells"": {""1"": 1156927, ""2"": 1156929, ""3"": 1156930}, ""TECost"": 1, ""Tab"": ""Fury"", ""Type"": ""Talent"", ""entryID"": 12450, ""spellID"": 1156927}"
12455,1146917,Titan's Grip,Titan's Grip,60,Normal,1,SpendSquare,RebornWarrior,Fury,FURY,WARRIOR,Interface\Icons\Ability_Warrior_TitansGrip,scan:spellDescription,"Allows you to equip two-handed axes, maces and swords in one hand. While you have a two-handed weapon equipped in one hand, your physical damage done is reduced by 10%.","{""1"": 1146917}","{""AECost"": 0, ""Anchor"": ""TOP"", ""Class"": ""RebornWarrior"", ""Color"": ""TEAL"", ""Column"": 2, ""Distance"": 0, ""Flags"": 0, ""Group"": 0, ""ID"": 12455, ""Icon"": ""Ability_Warrior_TitansGrip"", ""Name"": ""Titan's Grip"", ""NodeType"": ""SpendSquare"", ""ParentNode"": 0, ""Points"": 0, ""PositionX"": 0, ""PositionY"": 0, ""Quality"": ""Normal"", ""QualityCost"": 1, ""RequiredAEInvestment"": 0, ""RequiredClassAEInvestment"": 0, ""RequiredClassPoints"": 0, ""RequiredClassTEInvestment"": 0, ""RequiredLevel"": 60, ""RequiredTEInvestment"": 0, ""RequiredTabAEInvestment"": 0, ""RequiredTabTEInvestment"": 50, ""Row"": 10, ""SizeX"": 0, ""SizeY"": 0, ""Spells"": {""1"": 1146917}, ""TECost"": 1, ""Tab"": ""Fury"", ""Type"": ""TalentAbility"", ""entryID"": 12455, ""spellID"": 1146917}"
12456,1113741,Improved Gouge,Improved Gouge,10,Normal,3,SpendSquare,RebornRogue,Combat,COMBAT,ROGUE,Interface\Icons\Ability_Gouge,scan:spellDescription,Increases the effect duration of your Gouge ability by 0.5 sec.,"{""1"": 1113741, ""2"": 1113793, ""3"": 1113792}","{""AECost"": 0, ""Anchor"": ""TOP"", ""Class"": ""RebornRogue"", ""Color"": ""TEAL"", ""Column"": 1, ""Distance"": 0, ""Flags"": 0, ""Group"": 0, ""ID"": 12456, ""Icon"": ""Ability_Gouge"", ""Name"": ""Improved Gouge"", ""NodeType"": ""SpendSquare"", ""ParentNode"": 0, ""Points"": 0, ""PositionX"": 0, ""PositionY"": 0, ""Quality"": ""Normal"", ""QualityCost"": 1, ""RequiredAEInvestment"": 0, ""RequiredClassAEInvestment"": 0, ""RequiredClassPoints"": 0, ""RequiredClassTEInvestment"": 0, ""RequiredLevel"": 10, ""RequiredTEInvestment"": 0, ""RequiredTabAEInvestment"": 0, ""RequiredTabTEInvestment"": 0, ""Row"": 0, ""SizeX"": 0, ""SizeY"": 0, ""Spells"": {""1"": 1113741, ""2"": 1113793, ""3"": 1113792}, ""TECost"": 1, ""Tab"": ""Combat"", ""Type"": ""Talent"", ""entryID"": 12456, ""spellID"": 1113741}"
12459,1113732,Improved Sinister Strike,Improved Sinister Strike,10,Normal,2,SpendSquare,RebornRogue,Combat,COMBAT,ROGUE,Interface\Icons\Spell_Shadow_RitualOfSacrifice,scan:spellDescription,Reduces the Energy cost of your Sinister Strike ability by 3.,"{""1"": 1113732, ""2"": 1113863}","{""AECost"": 0, ""Anchor"": ""TOP"", ""Class"": ""RebornRogue"", ""Color"": ""TEAL"", ""Column"": 2, ""Distance"": 0, ""Flags"": 0, ""Group"": 0, ""ID"": 12459, ""Icon"": ""Spell_Shadow_RitualOfSacrifice"", ""Name"": ""Improved Sinister Strike"", ""NodeType"": ""SpendSquare"", ""ParentNode"": 0, ""Points"": 0, ""PositionX"": 0, ""PositionY"": 0, ""Quality"": ""Normal"", ""QualityCost"": 1, ""RequiredAEInvestment"": 0, ""RequiredClassAEInvestment"": 0, ""RequiredClassPoints"": 0, ""RequiredClassTEInvestment"": 0, ""RequiredLevel"": 10, ""RequiredTEInvestment"": 0, ""RequiredTabAEInvestment"": 0, ""RequiredTabTEInvestment"": 0, ""Row"": 0, ""SizeX"": 0, ""SizeY"": 0, ""Spells"": {""1"": 1113732, ""2"": 1113863}, ""TECost"": 1, ""Tab"": ""Combat"", ""Type"": ""Talent"", ""entryID"": 12459, ""spellID"": 1113732}"
12461,1113715,Dual Wield Specialization,Dual Wield Specialization,10,Normal,5,SpendSquare,RebornRogue,Combat,COMBAT,ROGUE,Interface\Icons\Ability_DualWield,scan:spellDescription,Increases the damage done by your off-hand weapon by 10%.,"{""1"": 1113715, ""2"": 1113848, ""3"": 1113849, ""4"": 1113851, ""5"": 1113852}","{""AECost"": 0, ""Anchor"": ""TOP"", ""Class"": ""RebornRogue"", ""Color"": ""TEAL"", ""Column"": 3, ""Distance"": 0, ""Flags"": 0, ""Group"": 0, ""ID"": 12461, ""Icon"": ""Ability_DualWield"", ""Name"": ""Dual Wield Specialization"", ""NodeType"": ""SpendSquare"", ""ParentNode"": 0, ""Points"": 0, ""PositionX"": 0, ""PositionY"": 0, ""Quality"": ""Normal"", ""QualityCost"": 1, ""RequiredAEInvestment"": 0, ""RequiredClassAEInvestment"": 0, ""RequiredClassPoints"": 0, ""RequiredClassTEInvestment"": 0, ""RequiredLevel"": 10, ""RequiredTEInvestment"": 0, ""RequiredTabAEInvestment"": 0, ""RequiredTabTEInvestment"": 0, ""Row"": 0, ""SizeX"": 0, ""SizeY"": 0, ""Spells"": {""1"": 1113715, ""2"": 1113848, ""3"": 1113849, ""4"": 1113851, ""5"": 1113852}, ""TECost"": 1, ""Tab"": ""Combat"", ""Type"": ""Talent"", ""entryID"": 12461, ""spellID"": 1113715}"
12466,1114165,Improved Slice and Dice,Improved Slice and Dice,15,Normal,2,SpendSquare,RebornRogue,Combat,COMBAT,ROGUE,Interface\Icons\Ability_Rogue_SliceDice,scan:spellDescription,Increases the duration of your Slice and Dice ability by 25%.,"{""1"": 1114165, ""2"": 1114166}","{""AECost"": 0, ""Anchor"": ""TOP"", ""Class"": ""RebornRogue"", ""Color"": ""TEAL"", ""Column"": 1, ""Distance"": 0, ""Flags"": 0, ""Group"": 0, ""ID"": 12466, ""Icon"": ""Ability_Rogue_SliceDice"", ""Name"": ""Improved Slice and Dice"", ""NodeType"": ""SpendSquare"", ""ParentNode"": 0, ""Points"": 0, ""PositionX"": 0, ""PositionY"": 0, ""Quality"": ""Normal"", ""QualityCost"": 1, ""RequiredAEInvestment"": 0, ""RequiredClassAEInvestment"": 0, ""RequiredClassPoints"": 0, ""RequiredClassTEInvestment"": 0, ""RequiredLevel"": 15, ""RequiredTEInvestment"": 0, ""RequiredTabAEInvestment"": 0, ""RequiredTabTEInvestment"": 5, ""Row"": 1, ""SizeX"": 0, ""SizeY"": 0, ""Spells"": {""1"": 1114165, ""2"": 1114166}, ""TECost"": 1, ""Tab"": ""Combat"", ""Type"": ""Talent"", ""entryID"": 12466, ""spellID"": 1114165}"
12468,1113713,Deflection,Deflection,15,Normal,3,SpendSquare,RebornRogue,Combat,COMBAT,ROGUE,Interface\Icons\Ability_Parry,scan:spellDescription,Increases your Parry chance by 2%.,"{""1"": 1113713, ""2"": 1113853, ""3"": 1113854}","{""AECost"": 0, ""Anchor"": ""TOP"", ""Class"": ""RebornRogue"", ""Color"": ""TEAL"", ""Column"": 2, ""Distance"": 0, ""Flags"": 0, ""Group"": 0, ""ID"": 12468, ""Icon"": ""Ability_Parry"", ""Name"": ""Deflection"", ""NodeType"": ""SpendSquare"", ""ParentNode"": 0, ""Points"": 0, ""PositionX"": 0, ""PositionY"": 0, ""Quality"": ""Normal"", ""QualityCost"": 1, ""RequiredAEInvestment"": 0, ""RequiredClassAEInvestment"": 0, ""RequiredClassPoints"": 0, ""RequiredClassTEInvestment"": 0, ""RequiredLevel"": 15, ""RequiredTEInvestment"": 0, ""RequiredTabAEInvestment"": 0, ""RequiredTabTEInvestment"": 5, ""Row"": 1, ""SizeX"": 0, ""SizeY"": 0, ""Spells"": {""1"": 1113713, ""2"": 1113853, ""3"": 1113854}, ""TECost"": 1, ""Tab"": ""Combat"", ""Type"": ""Talent"", ""entryID"": 12468, ""spellID"": 1113713}"
